0.109497,0.109497,0.109497
0.11145,0.11145,0.11145
0.110596,0.110596,0.110596
0.109497,0.109497,0.109497
0.109131,0.109131,0.109131
0.109863,0.109863,0.109863
0.112061,0.112061,0.112061
0.109131,0.109131,0.109131
0.109619,0.109619,0.109619
0.10791,0.10791,0.10791
0.108398,0.108398,0.108398
0.113037,0.113037,0.113037
0.109985,0.109985,0.109985
0.11084,0.11084,0.11084
0.109497,0.109497,0.109497
0.109741,0.109741,0.109741
0.110718,0.110718,0.110718
0.107788,0.107788,0.107788
0.110107,0.110107,0.110107
0.109131,0.109131,0.109131
0.112305,0.112305,0.112305
0.111084,0.111084,0.111084
0.109619,0.109619,0.109619
0.109009,0.109009,0.109009
0.109497,0.109497,0.109497
0.109741,0.109741,0.109741
0.110718,0.110718,0.110718
0.109375,0.109375,0.109375
0.11145,0.11145,0.11145
0.10791,0.10791,0.10791
0.109741,0.109741,0.109741
0.109985,0.109985,0.109985
0.108887,0.108887,0.108887
0.111206,0.111206,0.111206
0.109131,0.109131,0.109131
0.107788,0.107788,0.107788
0.108765,0.108765,0.108765
0.109741,0.109741,0.109741
0.110718,0.110718,0.110718
0.110107,0.110107,0.110107
0.109009,0.109009,0.109009
0.108765,0.108765,0.108765
0.109131,0.109131,0.109131
0.109985,0.109985,0.109985
0.110229,0.110229,0.110229
0.11145,0.11145,0.11145
0.111084,0.111084,0.111084
0.109131,0.109131,0.109131
0.109619,0.109619,0.109619
0.108765,0.108765,0.108765
0.111084,0.111084,0.111084
0.109375,0.109375,0.109375
0.11084,0.11084,0.11084
0.10791,0.10791,0.10791
0.109131,0.109131,0.109131
0.106812,0.106812,0.106812
0.110718,0.110718,0.110718
0.11084,0.11084,0.11084
0.111694,0.111694,0.111694
0.109009,0.109009,0.109009
0.112183,0.112183,0.112183
0.110962,0.110962,0.110962
0.109985,0.109985,0.109985
0.108521,0.108521,0.108521
0.108032,0.108032,0.108032
0.109009,0.109009,0.109009
0.110596,0.110596,0.110596
0.109375,0.109375,0.109375
0.110718,0.110718,0.110718
0.109741,0.109741,0.109741
0.110352,0.110352,0.110352
0.111694,0.111694,0.111694
0.110718,0.110718,0.110718
0.109619,0.109619,0.109619
0.108276,0.108276,0.108276
0.109375,0.109375,0.109375
0.110107,0.110107,0.110107
0.109497,0.109497,0.109497
0.108521,0.108521,0.108521
0.108276,0.108276,0.108276
0.108521,0.108521,0.108521
0.110229,0.110229,0.110229
0.109131,0.109131,0.109131
0.108276,0.108276,0.108276
0.107056,0.107056,0.107056
0.109985,0.109985,0.109985
0.108765,0.108765,0.108765
